item_id, type, equip_pos, open_level, role_limit, unique, change_shape, sale_currency_type, sale_price, strengthenable, strength_level_limit, can_has_hole, base_attr_1, base_attr_1_value, base_attr_2, base_attr_2_value, base_attr_3, base_attr_3_value, stone_slots, quality_level, extra_attr_random, extra_attr_count, extra_attr_packid, extra_attr_1, extra_attr_1_value, extra_attr_2, extra_attr_2_value, extra_attr_3, extra_attr_3_value, extra_attr_4, extra_attr_4_value, extra_attr_5, extra_attr_5_value, 
212401 ,  11 ,  11 ,  40 ,  3 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  298 ,  12 ,  288 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  204003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213401 ,  11 ,  11 ,  40 ,  3 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  399 ,  12 ,  389 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  204003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
211402 ,  11 ,  11 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  11 ,  116 ,  0 ,  0 ,  0 ,  0 ,  1 ,  1 ,  1 ,  1 ,  204001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212402 ,  11 ,  11 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  11 ,  154 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  204001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213402 ,  11 ,  11 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  11 ,  204 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  204001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
211403 ,  11 ,  11 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  9 ,  116 ,  0 ,  0 ,  0 ,  0 ,  1 ,  1 ,  1 ,  1 ,  204002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212403 ,  11 ,  11 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  9 ,  154 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  204002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213403 ,  11 ,  11 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  9 ,  204 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  204002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212501 ,  11 ,  11 ,  50 ,  3 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  363 ,  12 ,  353 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  205003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213501 ,  11 ,  11 ,  50 ,  3 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  486 ,  12 ,  476 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  205003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212502 ,  11 ,  11 ,  50 ,  1 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  11 ,  186 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  205001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213502 ,  11 ,  11 ,  50 ,  1 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  11 ,  248 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  205001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212503 ,  11 ,  11 ,  50 ,  2 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  9 ,  186 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  205002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213503 ,  11 ,  11 ,  50 ,  2 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  9 ,  248 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  205002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212601 ,  11 ,  11 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  427 ,  12 ,  417 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  206003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213601 ,  11 ,  11 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  574 ,  12 ,  564 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  206003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
214601 ,  11 ,  11 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  771 ,  12 ,  761 ,  0 ,  0 ,  3 ,  4 ,  1 ,  3 ,  206003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212602 ,  11 ,  11 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  11 ,  218 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  206001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213602 ,  11 ,  11 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  11 ,  292 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  206001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
214602 ,  11 ,  11 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  11 ,  390 ,  0 ,  0 ,  0 ,  0 ,  3 ,  4 ,  1 ,  3 ,  206001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212603 ,  11 ,  11 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  9 ,  218 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  206002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213603 ,  11 ,  11 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  9 ,  292 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  206002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
214603 ,  11 ,  11 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  9 ,  390 ,  0 ,  0 ,  0 ,  0 ,  3 ,  4 ,  1 ,  3 ,  206002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212701 ,  11 ,  11 ,  70 ,  3 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  492 ,  12 ,  482 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  207003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213701 ,  11 ,  11 ,  70 ,  3 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  661 ,  12 ,  651 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  207003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212702 ,  11 ,  11 ,  70 ,  1 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  11 ,  251 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  207001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213702 ,  11 ,  11 ,  70 ,  1 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  11 ,  335 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  207001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212703 ,  11 ,  11 ,  70 ,  2 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  9 ,  251 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  207002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213703 ,  11 ,  11 ,  70 ,  2 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  9 ,  335 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  207002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212801 ,  11 ,  11 ,  80 ,  3 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  10 ,  557 ,  12 ,  547 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  208003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213801 ,  11 ,  11 ,  80 ,  3 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  10 ,  749 ,  12 ,  739 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  208003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212802 ,  11 ,  11 ,  80 ,  1 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  11 ,  283 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  208001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213802 ,  11 ,  11 ,  80 ,  1 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  11 ,  379 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  208001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
212803 ,  11 ,  11 ,  80 ,  2 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  9 ,  283 ,  0 ,  0 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  208002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
213803 ,  11 ,  11 ,  80 ,  2 ,  0 ,  0 ,  1 ,  2000 ,  1 ,  10 ,  1 ,  9 ,  379 ,  0 ,  0 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  208002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
131300 ,  2 ,  2 ,  35 ,  0 ,  0 ,  0 ,  1 ,  875 ,  1 ,  10 ,  1 ,  10 ,  142 ,  12 ,  142 ,  0 ,  0 ,  1 ,  1 ,  1 ,  1 ,  303000 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132300 ,  2 ,  2 ,  35 ,  0 ,  0 ,  0 ,  1 ,  875 ,  1 ,  10 ,  1 ,  10 ,  191 ,  12 ,  191 ,  0 ,  0 ,  1 ,  2 ,  1 ,  1 ,  303000 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133300 ,  2 ,  2 ,  35 ,  0 ,  0 ,  0 ,  1 ,  875 ,  1 ,  10 ,  1 ,  10 ,  259 ,  12 ,  259 ,  0 ,  0 ,  2 ,  3 ,  1 ,  2 ,  303000 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
131401 ,  2 ,  2 ,  40 ,  3 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  170 ,  12 ,  160 ,  29 ,  35 ,  1 ,  1 ,  1 ,  1 ,  304003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132401 ,  2 ,  2 ,  40 ,  3 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  226 ,  12 ,  216 ,  29 ,  48 ,  1 ,  2 ,  1 ,  1 ,  304003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133401 ,  2 ,  2 ,  40 ,  3 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  301 ,  12 ,  291 ,  29 ,  64 ,  2 ,  3 ,  1 ,  2 ,  304003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
131402 ,  2 ,  2 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  160 ,  12 ,  170 ,  29 ,  35 ,  1 ,  1 ,  1 ,  1 ,  304001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132402 ,  2 ,  2 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  216 ,  12 ,  226 ,  29 ,  48 ,  1 ,  2 ,  1 ,  1 ,  304001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133402 ,  2 ,  2 ,  40 ,  1 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  291 ,  12 ,  301 ,  29 ,  64 ,  2 ,  3 ,  1 ,  2 ,  304001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
131403 ,  2 ,  2 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  165 ,  12 ,  160 ,  29 ,  35 ,  1 ,  1 ,  1 ,  1 ,  304002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132403 ,  2 ,  2 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  221 ,  12 ,  216 ,  29 ,  48 ,  1 ,  2 ,  1 ,  1 ,  304002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133403 ,  2 ,  2 ,  40 ,  2 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  296 ,  12 ,  291 ,  29 ,  64 ,  2 ,  3 ,  1 ,  2 ,  304002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
134400 ,  2 ,  2 ,  1 ,  0 ,  0 ,  0 ,  1 ,  1000 ,  1 ,  10 ,  1 ,  10 ,  394 ,  12 ,  394 ,  0 ,  0 ,  3 ,  4 ,  1 ,  3 ,  304000 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132501 ,  2 ,  2 ,  50 ,  3 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  274 ,  12 ,  264 ,  29 ,  58 ,  1 ,  2 ,  1 ,  1 ,  305003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133501 ,  2 ,  2 ,  50 ,  3 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  367 ,  12 ,  357 ,  29 ,  79 ,  2 ,  3 ,  1 ,  2 ,  305003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132502 ,  2 ,  2 ,  50 ,  1 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  264 ,  12 ,  274 ,  29 ,  58 ,  1 ,  2 ,  1 ,  1 ,  305001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133502 ,  2 ,  2 ,  50 ,  1 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  357 ,  12 ,  367 ,  29 ,  79 ,  2 ,  3 ,  1 ,  2 ,  305001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132503 ,  2 ,  2 ,  50 ,  2 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  269 ,  12 ,  264 ,  29 ,  58 ,  1 ,  2 ,  1 ,  1 ,  305002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133503 ,  2 ,  2 ,  50 ,  2 ,  0 ,  0 ,  1 ,  1250 ,  1 ,  10 ,  1 ,  10 ,  362 ,  12 ,  357 ,  29 ,  79 ,  2 ,  3 ,  1 ,  2 ,  305002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132601 ,  2 ,  2 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  323 ,  12 ,  313 ,  29 ,  69 ,  1 ,  2 ,  1 ,  1 ,  306003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133601 ,  2 ,  2 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  433 ,  12 ,  423 ,  29 ,  94 ,  2 ,  3 ,  1 ,  2 ,  306003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
134601 ,  2 ,  2 ,  60 ,  3 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  581 ,  12 ,  571 ,  29 ,  126 ,  3 ,  4 ,  1 ,  3 ,  306003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132602 ,  2 ,  2 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  313 ,  12 ,  323 ,  29 ,  69 ,  1 ,  2 ,  1 ,  1 ,  306001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133602 ,  2 ,  2 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  423 ,  12 ,  433 ,  29 ,  94 ,  2 ,  3 ,  1 ,  2 ,  306001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
134602 ,  2 ,  2 ,  60 ,  1 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  571 ,  12 ,  581 ,  29 ,  126 ,  3 ,  4 ,  1 ,  3 ,  306001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132603 ,  2 ,  2 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  318 ,  12 ,  313 ,  29 ,  69 ,  1 ,  2 ,  1 ,  1 ,  306002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133603 ,  2 ,  2 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  428 ,  12 ,  423 ,  29 ,  94 ,  2 ,  3 ,  1 ,  2 ,  306002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
134603 ,  2 ,  2 ,  60 ,  2 ,  0 ,  0 ,  1 ,  1500 ,  1 ,  10 ,  1 ,  10 ,  576 ,  12 ,  571 ,  29 ,  126 ,  3 ,  4 ,  1 ,  3 ,  306002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
134600 ,  2 ,  2 ,  60 ,  0 ,  0 ,  0 ,  1 ,  650 ,  1 ,  10 ,  1 ,  10 ,  615 ,  12 ,  615 ,  0 ,  0 ,  3 ,  4 ,  1 ,  3 ,  306000 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132701 ,  2 ,  2 ,  70 ,  3 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  372 ,  12 ,  362 ,  29 ,  80 ,  1 ,  2 ,  1 ,  1 ,  307003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133701 ,  2 ,  2 ,  70 ,  3 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  498 ,  12 ,  488 ,  29 ,  108 ,  2 ,  3 ,  1 ,  2 ,  307003 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132702 ,  2 ,  2 ,  70 ,  1 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  362 ,  12 ,  372 ,  29 ,  80 ,  1 ,  2 ,  1 ,  1 ,  307001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133702 ,  2 ,  2 ,  70 ,  1 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  488 ,  12 ,  498 ,  29 ,  108 ,  2 ,  3 ,  1 ,  2 ,  307001 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
132703 ,  2 ,  2 ,  70 ,  2 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  367 ,  12 ,  362 ,  29 ,  80 ,  1 ,  2 ,  1 ,  1 ,  307002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
133703 ,  2 ,  2 ,  70 ,  2 ,  0 ,  0 ,  1 ,  1750 ,  1 ,  10 ,  1 ,  10 ,  493 ,  12 ,  488 ,  29 ,  108 ,  2 ,  3 ,  1 ,  2 ,  307002 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  0 ,  
